ID Projet,Nom du projet,Description,Année,Secteur,Pays,Taux Change Moyen (USD/EUR),Budget Initial (k€),Budget Final (k€),Écart Budget (%),Pénalités Historiques,Taux Imposition (%),Complexité Technique (1-5),Frais Imprévus (k€),Mode de Paiement,Qualité des Exigences (1-5),Durée Estimée (mois),Retard Moyen Historique (%),Date de Début,Date de Fin Initiale,Date de Fin Prévue,Écart de Délais (jours),risque_delais,risque_financement,risque_penalites,risque_fiscalite,risque_technique,risque_frais,moyenne_risques
IT-139,Système Intégré de Finance Inclusive pour le Développement Rural (SIFIDR),"Ce projet vise à développer une plateforme financière numérique complète pour la Guinée-Bissau, destinée à améliorer l'inclusion financière dans les zones rurales. Le système intégrera des services bancaires mobiles, des microcrédits et des solutions de paiement adaptées aux réalités locales, tout en offrant des outils d'analyse de données pour évaluer les risques de crédit des populations non bancarisées. L'objectif est de stimuler le développement économique local en permettant aux entrepreneurs ruraux et aux petits agriculteurs d'accéder à des services financiers formels et d'améliorer la gestion de leurs activités.",2023.0,Finance,Guinée-Bissau,0.91,71093.75,55453.12,22.0,4.0,23.0,4.0,3185.0,Trimestriel,3.0,18.3,8.0,15/03/2023,14/09/2024,20/12/2024,97.0,15,18,5,2,12,8.0,10.0
IT-140,INFRAMA - Système de Maintenance des Infrastructures Critiques d'Algérie,"Ce projet vise à moderniser et optimiser la maintenance des infrastructures critiques en Algérie, incluant les réseaux routiers, les barrages, les ports et les installations énergétiques. La solution intègre une plateforme numérique centralisée pour la surveillance en temps réel, la planification préventive des maintenances, et la gestion des interventions d'urgence. Le système permettra aux autorités algériennes de prolonger la durée de vie des infrastructures nationales, réduire les coûts opérationnels et améliorer la sécurité publique grâce à des technologies IoT, Big Data et IA pour l'analyse prédictive des défaillances.",2023.0,Infrastructure,Algerie,0.91,71093.75,55453.12,22.0,9.0,27.0,4.0,3185.0,Trimestriel,3.0,30.5,8.0,15/03/2023,14/09/2025,30/11/2025,77.0,15,18,10,2,12,8.0,10.83
IT-141,CyberShield Éthiopie,"Projet de renforcement de l'infrastructure de cybersécurité nationale éthiopienne visant à sécuriser les systèmes d'information gouvernementaux et les infrastructures critiques. Le projet comprend l'implémentation d'un centre opérationnel de sécurité (SOC), la mise en place de systèmes de détection et de prévention des intrusions, le développement de protocoles de réponse aux incidents, et la formation des équipes locales aux meilleures pratiques en matière de cybersécurité. Cette initiative s'inscrit dans la stratégie de transformation numérique de l'Éthiopie tout en protégeant ses actifs numériques contre les menaces cybernétiques croissantes.",2023.0,Technologie,Éthiopie,0.91,71093.75,55453.12,22.0,4.0,27.0,4.0,3412.5,Trimestriel,4.0,30.5,8.0,15/03/2023,14/09/2025,18/12/2025,95.0,15,18,5,2,12,10.0,10.33
IT-142,FINEX-BFA: Plateforme d'Analyse Financière Intégrée du Burkina Faso,"Développement d'une plateforme d'analyse financière avancée pour le secteur bancaire et microfinance au Burkina Faso. Ce système vise à centraliser les données financières nationales, à faciliter l'analyse des tendances économiques et à améliorer la prise de décision dans le secteur financier. La solution intégrera des modules d'analyse prédictive, de gestion des risques et de visualisation de données adaptés au contexte économique burkinabè, tout en respectant les normes de la BCEAO.",2023.0,Finance,Burkina Faso,0.91,71093.75,55453.12,22.0,10.0,22.0,4.0,3526.25,Trimestriel,4.0,18.3,8.0,15/03/2023,14/09/2024,18/12/2024,95.0,15,12,5,2,10,8.0,8.67
IT-143,URBAMAP-RCA,"Déploiement d'un système d'information géographique intégré pour la planification urbaine durable de Bangui et des principales villes de la République centrafricaine. Ce projet vise à moderniser les infrastructures de gestion urbaine par la mise en place d'une plateforme numérique permettant la cartographie des zones urbaines, l'analyse des besoins en infrastructures et la planification du développement territorial dans un contexte post-conflit. L'initiative comprend le déploiement d'outils SIG, la formation des acteurs locaux et la mise en place d'un système de suivi des évolutions urbaines.",2023.0,Urbanisme,Republique centrafricaine,0.91,71093.75,55453.12,22.0,7.0,31.0,4.0,3185.0,Trimestriel,3.0,30.5,8.0,15/03/2023,14/09/2025,30/11/2025,77.0,15,18,10,5,12,8.0,11.33
IT-144,URBASEC - Plateforme de Sécurisation des Infrastructures Urbaines des Seychelles,"Ce projet vise à développer une solution intégrée de sécurisation des infrastructures urbaines aux Seychelles face aux risques climatiques et anthropiques. La plateforme combinera cartographie SIG avancée, surveillance en temps réel et systèmes d'alerte précoce pour protéger les zones urbaines côtières contre l'élévation du niveau de la mer, les inondations et autres catastrophes naturelles. Elle intégrera également des fonctionnalités de cybersécurité pour protéger les infrastructures critiques et les données sensibles d'urbanisme contre les cyberattaques.",2024.0,Urbanisme,Seychelles,0.91,71093.75,55453.12,22.0,1.0,30.0,4.0,3412.5,Trimestriel,4.0,30.4,8.0,15/03/2024,14/09/2026,30/11/2026,77.0,15,10,5,2,12,8.0,8.67
IT-145,SeySysTech Maintenance Network,"Ce projet vise à moderniser et maintenir l'infrastructure technologique nationale des Seychelles, en mettant l'accent sur la maintenance préventive et corrective des systèmes informatiques gouvernementaux. Il comprend la mise à niveau des centres de données, l'optimisation des réseaux de télécommunication inter-îles, et l'implémentation d'un système de surveillance en temps réel pour anticiper les pannes. Le projet inclut également la formation du personnel local et le transfert de compétences pour assurer la durabilité des opérations.",2023.0,Technologie,Seychelles,0.91,79625.0,62107.5,22.0,3.0,26.0,4.0,4322.5,Trimestriel,3.0,30.5,8.0,15/03/2023,14/09/2025,30/11/2025,77.0,15,18,5,2,12,10.0,10.33
IT-146,CyberSecure Bissau,"Le projet CyberSecure Bissau vise à renforcer l'infrastructure numérique et la sécurité des systèmes d'information gouvernementaux en Guinée-Bissau. Face à l'augmentation des cybermenaces dans la région, ce projet établira un centre national de cybersécurité, déploiera des solutions de protection des données sensibles, et formera des experts locaux aux techniques avancées de détection et réponse aux incidents. Le projet inclut également la mise en place d'un cadre réglementaire adapté et d'un système d'alerte précoce pour les infrastructures critiques du pays.",2023.0,Technologie,Guinée-Bissau,0.91,56875.0,44362.5,22.0,1.0,32.0,4.0,3185.0,Trimestriel,3.0,30.5,8.0,15/03/2023,14/09/2025,20/12/2025,97.0,15,20,5,5,10,10.0,10.83
IT-147,AGRI-TECH Centrafrique,"Déploiement d'une plateforme numérique intégrée pour la modernisation du secteur agricole en République centrafricaine. Ce projet vise à mettre en place un système d'information agricole permettant aux agriculteurs locaux d'accéder à des données météorologiques, des conseils techniques, et des informations sur les marchés via des applications mobiles et web. Il inclut également le déploiement de stations IoT pour la collecte de données environnementales et la formation des acteurs locaux à l'utilisation des nouveaux outils technologiques pour améliorer la productivité agricole et la résilience face aux changements climatiques.",2024.0,Agriculture,République centrafricaine,0.91,142187.5,110906.25,22.0,7.0,20.0,4.0,6825.0,Trimestriel,3.0,18.3,8.0,15/03/2024,14/09/2025,30/11/2025,77.0,15,18,10,2,12,8.0,10.83
IT-148,Plateforme d'Analyse de Données Numériques Congolaises,"Développement d'une plateforme intégrée d'analyse de données pour soutenir la transformation numérique en RD Congo. Ce système permettra l'agrégation, le traitement et la visualisation des données provenant de divers secteurs économiques (télécommunications, services publics, commerce). La plateforme inclura des modules d'intelligence artificielle pour l'analyse prédictive, des tableaux de bord interactifs et des outils de reporting avancés pour faciliter la prise de décision basée sur les données dans un contexte de connectivité limitée.",2023.0,Technologie,RD Congo,0.91,71093.75,55453.12,22.0,7.0,20.0,4.0,3185.0,Trimestriel,3.0,18.3,8.0,15/03/2023,14/09/2024,18/12/2024,95.0,15,18,10,5,12,10.0,11.67
IT-149,SYSANAL-EDU-RCA,"Développement d'un système d'analyse des données éducatives en République centrafricaine pour améliorer la prise de décision et la planification stratégique dans le secteur de l'éducation. Ce projet vise à collecter, traiter et analyser les données relatives aux établissements scolaires, aux inscriptions, aux performances académiques et aux ressources éducatives dans l'ensemble du pays, afin d'identifier les disparités régionales, les besoins prioritaires et les opportunités d'amélioration du système éducatif national.",2023.0,Éducation,République centrafricaine,0.91,142187.5,110906.25,22.0,1.0,21.0,4.0,6825.0,Trimestriel,3.0,18.3,12.0,15/03/2023,14/09/2024,20/12/2024,97.0,15,10,2,5,12,8.0,8.67
IT-150,Initiative Numérique pour le Développement Rural du Niger (INDRN),"Ce projet vise à développer une infrastructure technologique inclusive pour les zones rurales du Niger, combinant des solutions numériques adaptées aux besoins locaux. L'initiative comprend le déploiement d'une plateforme cloud accessible hors ligne, des applications mobiles pour l'agriculture et l'éducation, ainsi que des centres de formation numérique dans les communautés isolées. Le projet intègre des technologies à faible consommation énergétique et des solutions de connectivité adaptées aux contraintes locales pour favoriser le développement économique et social durable.",2024.0,Technologie,Niger,0.91,89862.5,69927.81,22.18,7.0,25.0,4.0,4777.5,Trimestriel,3.0,30.4,8.0,15/03/2024,14/09/2026,30/11/2026,77.0,15,18,10,5,12,10.0,11.67
IT-151,AgriTech Maintenance System Kenya,"Ce projet vise à développer et à déployer un système intégré de maintenance prédictive pour les équipements agricoles au Kenya. La solution permettra aux agriculteurs de surveiller l'état de leurs machines, de planifier la maintenance préventive et de réduire les temps d'arrêt des équipements. Le système inclura une application mobile pour les agriculteurs, une plateforme cloud pour l'analyse des données, et un réseau de capteurs IoT pour collecter des informations en temps réel sur l'état des équipements agricoles dans diverses régions du Kenya.",2024.0,Agriculture,Kenya,0.91,79625.0,62107.5,22.0,9.0,23.0,4.0,3185.0,Trimestriel,3.0,18.3,8.0,15/03/2024,14/09/2025,30/11/2025,77.0,15,18,10,5,12,10.0,11.67
IT-152,SolScan Bénin - Analyse Agricole Intelligente,"Développement d'une plateforme d'analyse avancée des données agricoles au Bénin, intégrant l'intelligence artificielle pour optimiser les rendements des cultures. Le projet vise à collecter, traiter et analyser les données agronomiques (qualité des sols, conditions climatiques, rendements historiques) pour fournir aux agriculteurs et aux décideurs des insights précis. La solution inclut des modules de cartographie interactive, d'analyse prédictive des récoltes, et un système d'alerte précoce pour les risques climatiques et phytosanitaires, adaptés aux spécificités agricoles béninoises.",2024.0,Agriculture,Bénin,0.91,511875.0,399262.5,22.0,3.0,35.0,4.0,13650.0,Trimestriel,4.0,18.3,8.0,15/03/2024,14/09/2025,30/11/2025,77.0,15,18,5,2,12,8.0,10.0
IT-153,SOMDAT - Système d'Observation et de Monitoring des Données Analytiques en Technologie pour la Somalie,"Développement d'une plateforme nationale d'analyse de données technologiques pour la Somalie, visant à renforcer les capacités du pays en matière de surveillance numérique et d'analyse prédictive. Le projet comprend la mise en place d'un centre de données, le déploiement d'outils d'intelligence artificielle pour l'analyse des tendances technologiques, et la formation d'experts locaux en data science. Cette initiative permettra d'améliorer la prise de décision basée sur les données dans un contexte de reconstruction numérique nationale.",2023.0,Technologie,Somalie,0.91,78032.5,60865.35,22.0,1.0,33.0,4.0,3901.62,Trimestriel,3.0,30.5,8.0,15/03/2023,14/09/2025,23/12/2025,100.0,15,20,5,10,15,10.0,12.5
IT-154,Analyse Intégrée des Infrastructures Routières Tunisiennes,"Ce projet vise à développer une plateforme d'analyse avancée pour évaluer l'état et la performance des infrastructures routières en Tunisie. L'objectif est de créer un système d'information géographique complet permettant la collecte, l'analyse et la visualisation des données relatives aux routes nationales, autoroutes et ouvrages d'art. La plateforme intégrera des outils d'aide à la décision pour optimiser la maintenance préventive et la planification des investissements d'infrastructure, en tenant compte des facteurs environnementaux, économiques et démographiques spécifiques à la Tunisie.",2024.0,Infrastructure,Tunisie,0.91,142187.5,110906.25,22.0,5.0,31.0,4.0,6825.0,Trimestriel,4.0,18.3,8.0,15/03/2024,14/09/2025,20/11/2025,67.0,15,10,5,2,12,8.0,8.67
